company_name,fu_id,zone,product,start_time_local,end_time_local,availability_mw_req,utilisation_mw_req,availability_price,utilisation_price,availability_mwh_req,utilisation_mwh_req,technology,dispatch_type,hours_requested,dispatch_method,start_time_utc,end_time_utc,time_utc
Octopus,OCTO-GUYH-LTU-3BD5,Guyhirn,Long-Term Utilisation,2025-11-12T08:00:00+00:00,2025-11-12T23:00:00+00:00,0.0,0.053,0.0,31.0,0.0,0.8,EV Charger DSR,demand_turn_down,15.0,epex,2025-11-12 08:00:00+00:00,2025-11-12 23:00:00+00:00,08:00:00+00:00
Octopus,OCTO-REED-LTU-2E1B,Reed,Long-Term Utilisation,2025-11-12T08:00:00+00:00,2025-11-12T23:00:00+00:00,0.0,0.214,0.0,3.0,0.0,3.21,EV Charger DSR,demand_turn_down,15.0,epex,2025-11-12 08:00:00+00:00,2025-11-12 23:00:00+00:00,08:00:00+00:00
Octopus,OCTO-STIC-LTU-C073,Stickfast Lane,Long-Term Utilisation,2025-11-12T08:00:00+00:00,2025-11-12T23:00:00+00:00,0.0,0.088,0.0,13.0,0.0,1.32,EV Charger DSR,demand_turn_down,15.0,epex,2025-11-12 08:00:00+00:00,2025-11-12 23:00:00+00:00,08:00:00+00:00
Octopus,OCTO-THAX-LTU-6B9F,Thaxted Local,Long-Term Utilisation,2025-11-12T08:00:00+00:00,2025-11-12T23:00:00+00:00,0.0,0.199,0.0,3.0,0.0,2.98,EV Charger DSR,demand_turn_down,15.0,epex,2025-11-12 08:00:00+00:00,2025-11-12 23:00:00+00:00,08:00:00+00:00
Axle Energy Limited,laxfield-lt_saou-ev-c1-portfolio,Laxfield,Scheduled Availability,2025-11-12T00:00:00+00:00,2025-11-13T00:00:00+00:00,0.01,0.0,11.0,0.0,0.24,0.0,EV Charger DSR,demand_turn_down,24.0,epex,2025-11-12 00:00:00+00:00,2025-11-13 00:00:00+00:00,00:00:00+00:00
Octopus,98CC-BROC-LTU-17BF,Brockenhurst Mill Hill Total,Long-Term Utilisation,2025-11-11T19:00:00+00:00,2025-11-11T23:00:00+00:00,0.0,0.357,0.0,14.0,0.0,1.43,EV Charger DSR,demand_turn_down,4.0,epex,2025-11-11 19:00:00+00:00,2025-11-11 23:00:00+00:00,19:00:00+00:00
Axle Energy Limited,north-drive-lt_saou-ev-c1-portfolio,North Drive,Scheduled Availability,2025-11-11T19:00:00+00:00,2025-11-11T21:30:00+00:00,0.031,0.0,37.0,0.0,0.08,0.0,EV Charger DSR,demand_turn_down,2.5,epex,2025-11-11 19:00:00+00:00,2025-11-11 21:30:00+00:00,19:00:00+00:00
Ohme,OHME-NORT-SAOU-99FB,North Drive,Scheduled Availability,2025-11-11T19:00:00+00:00,2025-11-11T21:30:00+00:00,0.06,0.0,37.0,0.0,0.15,0.0,EV Charger DSR,demand_turn_down,2.5,epex,2025-11-11 19:00:00+00:00,2025-11-11 21:30:00+00:00,19:00:00+00:00
Axle Energy Limited,north-drive-lt_su-ev-c2-portfolio,North Drive,Long-Term Utilisation,2025-11-11T19:00:00+00:00,2025-11-11T21:30:00+00:00,0.0,0.019,0.0,59.0,0.0,0.05,EV Charger DSR,demand_turn_down,2.5,epex,2025-11-11 19:00:00+00:00,2025-11-11 21:30:00+00:00,19:00:00+00:00
Axle Energy Limited,6930-WING-PR-A426,Wingham,Peak Reduction,2025-11-11T19:00:00+00:00,2025-11-11T23:00:00+00:00,0.0,0.01,0.0,53.71,0.0,0.04,EV Charger DSR,demand_turn_down,4.0,epex,2025-11-11 19:00:00+00:00,2025-11-11 23:00:00+00:00,19:00:00+00:00
EDF Energy,01AC-WROT-PR-EA08,Wrotham,Peak Reduction,2025-11-11T18:30:00+00:00,2025-11-11T19:30:00+00:00,0.0,0.01,0.0,654.21,0.0,0.01,EV Charger DSR,demand_turn_down,1.0,epex,2025-11-11 18:30:00+00:00,2025-11-11 19:30:00+00:00,18:30:00+00:00
Axle Energy Limited,6930-WROT-PR-5918,Wrotham,Peak Reduction,2025-11-11T18:30:00+00:00,2025-11-11T19:30:00+00:00,0.0,0.03,0.0,934.49,0.0,0.03,EV Charger DSR,demand_turn_down,1.0,epex,2025-11-11 18:30:00+00:00,2025-11-11 19:30:00+00:00,18:30:00+00:00
Ev.energy,EV.E-WROT-SAOU-77D7,Wrotham,Scheduled Availability,2025-11-11T18:00:00+00:00,2025-11-11T21:00:00+00:00,0.012,0.0,500.0,0.0,0.04,0.0,EV Charger DSR,demand_turn_down,3.0,epex,2025-11-11 18:00:00+00:00,2025-11-11 21:00:00+00:00,18:00:00+00:00
Octopus,OCTO-ARUN-LTU-0F86,ARUNDEL WAY LV Zone,Long-Term Utilisation,2025-11-11T17:30:00+00:00,2025-11-11T20:30:00+00:00,0.0,0.02,0.0,37.0,0.0,0.06,EV Charger DSR,demand_turn_down,3.0,epex,2025-11-11 17:30:00+00:00,2025-11-11 20:30:00+00:00,17:30:00+00:00
Octopus,OCTO-BALL-LTU-A283,BALLANDS FIELD LV Zone,Long-Term Utilisation,2025-11-11T17:30:00+00:00,2025-11-11T20:30:00+00:00,0.0,0.014,0.0,37.0,0.0,0.04,EV Charger DSR,demand_turn_down,3.0,epex,2025-11-11 17:30:00+00:00,2025-11-11 20:30:00+00:00,17:30:00+00:00
Octopus,OCTO-WROT-LTU-2EE8,Wrotham,Long-Term Utilisation,2025-11-11T17:30:00+00:00,2025-11-11T19:00:00+00:00,0.0,0.303,0.0,423.0,0.0,0.46,EV Charger DSR,demand_turn_down,1.5,epex,2025-11-11 17:30:00+00:00,2025-11-11 19:00:00+00:00,17:30:00+00:00
Ev.energy,EV.E-COCK-SAOU-2A18,Cockfosters,Scheduled Availability,2025-11-11T17:00:00+00:00,2025-11-11T21:00:00+00:00,0.018,0.0,50.0,0.0,0.07,0.0,EV Charger DSR,demand_turn_down,4.0,epex,2025-11-11 17:00:00+00:00,2025-11-11 21:00:00+00:00,17:00:00+00:00
Axle Energy Limited,godmanchester-lt_saou-ev-c1-portfolio,Godmanchester,Scheduled Availability,2025-11-11T17:00:00+00:00,2025-11-11T19:00:00+00:00,0.018,0.0,64.0,0.0,0.04,0.0,EV Charger DSR,demand_turn_down,2.0,epex,2025-11-11 17:00:00+00:00,2025-11-11 19:00:00+00:00,17:00:00+00:00
Octopus,OCTO-SUTT-LTU-B0EA,Sutton B,Long-Term Utilisation,2025-11-11T17:00:00+00:00,2025-11-11T18:30:00+00:00,0.0,0.213,0.0,736.2,0.0,0.32,EV Charger DSR,demand_turn_down,1.5,epex,2025-11-11 17:00:00+00:00,2025-11-11 18:30:00+00:00,17:00:00+00:00
Axle Energy Limited,waddesdon-lt_saou-ev-c1-portfolio,Waddesdon,Scheduled Availability,2025-11-11T17:00:00+00:00,2025-11-11T19:00:00+00:00,0.035,0.0,32.0,0.0,0.07,0.0,EV Charger DSR,demand_turn_down,2.0,epex,2025-11-11 17:00:00+00:00,2025-11-11 19:00:00+00:00,17:00:00+00:00
Octopus,OCTO-WADD-LTU-E2B9,Waddesdon,Long-Term Utilisation,2025-11-11T17:00:00+00:00,2025-11-11T19:00:00+00:00,0.0,0.332,0.0,53.0,0.0,0.66,EV Charger DSR,demand_turn_down,2.0,epex,2025-11-11 17:00:00+00:00,2025-11-11 19:00:00+00:00,17:00:00+00:00
Ohme,OHME-CENT-SAOU-8573,Central Harpenden,Scheduled Availability,2025-11-11T16:30:00+00:00,2025-11-11T19:30:00+00:00,0.02,0.0,62.5,0.0,0.06,0.0,EV Charger DSR,demand_turn_down,3.0,epex,2025-11-11 16:30:00+00:00,2025-11-11 19:30:00+00:00,16:30:00+00:00
Ohme,OHME-CENT-SAOU-8573,Central Harpenden,Scheduled Availability,2025-11-11T16:30:00+00:00,2025-11-11T19:30:00+00:00,0.02,0.0,48.0,0.0,0.06,0.0,EV Charger DSR,demand_turn_down,3.0,epex,2025-11-11 16:30:00+00:00,2025-11-11 19:30:00+00:00,16:30:00+00:00
Axle Energy Limited,tunbridge-wells-pembury-lt_saou-ev-c1-portfolio,Tunbridge Wells-Pembury,Scheduled Availability,2025-11-11T16:30:00+00:00,2025-11-11T19:00:00+00:00,0.077,0.0,38.0,0.0,0.19,0.0,EV Charger DSR,demand_turn_down,2.5,epex,2025-11-11 16:30:00+00:00,2025-11-11 19:00:00+00:00,16:30:00+00:00
Axle Energy Limited,tunbridge-wells-pembury-lt_saou-ev-c2-portfolio,Tunbridge Wells-Pembury,Scheduled Availability,2025-11-11T16:30:00+00:00,2025-11-11T19:00:00+00:00,0.196,0.0,38.0,0.0,0.49,0.0,EV Charger DSR,demand_turn_down,2.5,epex,2025-11-11 16:30:00+00:00,2025-11-11 19:00:00+00:00,16:30:00+00:00
Ev.energy,EV.E-BROC-SAOU-9FDC,Brockenhurst Mill Hill Total,Scheduled Availability,2025-11-11T16:00:00+00:00,2025-11-11T21:00:00+00:00,0.45,0.0,63.0,0.0,2.25,0.0,EV Charger DSR,demand_turn_down,5.0,epex,2025-11-11 16:00:00+00:00,2025-11-11 21:00:00+00:00,16:00:00+00:00
Ohme,OHME-BROC-SAOU-48DF,Brockenhurst Mill Hill Total,Scheduled Availability,2025-11-11T16:00:00+00:00,2025-11-11T21:00:00+00:00,0.04,0.0,25.0,0.0,0.2,0.0,EV Charger DSR,demand_turn_down,5.0,epex,2025-11-11 16:00:00+00:00,2025-11-11 21:00:00+00:00,16:00:00+00:00
Octopus,OCTO-WARE-LTU-FC87,Warehorne Kenardington Tenterden Wittersham,Long-Term Utilisation,2025-11-11T15:00:00+00:00,2025-11-11T19:00:00+00:00,0.0,0.073,0.0,32.4,0.0,0.29,EV Charger DSR,demand_turn_down,4.0,epex,2025-11-11 15:00:00+00:00,2025-11-11 19:00:00+00:00,15:00:00+00:00
Ev.energy,EV.E-WEST-SAOU-1D04,West Letchworth Shefford Biggleswade,Scheduled Availability,2025-11-11T15:00:00+00:00,2025-11-11T19:00:00+00:00,0.078,0.0,50.0,0.0,0.31,0.0,EV Charger DSR,demand_turn_down,4.0,epex,2025-11-11 15:00:00+00:00,2025-11-11 19:00:00+00:00,15:00:00+00:00
Axle Energy Limited,willesden-grid-lt_su-ev-c2-portfolio,Willesden Grid,Long-Term Utilisation,2025-11-11T13:30:00+00:00,2025-11-11T14:00:00+00:00,0.0,0.022,0.0,88.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2025-11-11 13:30:00+00:00,2025-11-11 14:00:00+00:00,13:30:00+00:00
Ohme,OHME-WILL-LTU-3088,Willesden Grid,Long-Term Utilisation,2025-11-11T13:30:00+00:00,2025-11-11T14:00:00+00:00,0.0,0.02,0.0,90.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2025-11-11 13:30:00+00:00,2025-11-11 14:00:00+00:00,13:30:00+00:00
Octopus,OCTO-WILL-LTU-F8CF,Willesden Grid,Long-Term Utilisation,2025-11-11T13:30:00+00:00,2025-11-11T14:00:00+00:00,0.0,0.014,0.0,81.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2025-11-11 13:30:00+00:00,2025-11-11 14:00:00+00:00,13:30:00+00:00
Octopus,OCTO-WITT-LTU-FA37,Wittersham,Long-Term Utilisation,2025-11-11T08:00:00+00:00,2025-11-11T23:00:00+00:00,0.0,0.018,0.0,43.0,0.0,0.27,EV Charger DSR,demand_turn_down,15.0,epex,2025-11-11 08:00:00+00:00,2025-11-11 23:00:00+00:00,08:00:00+00:00
Axle Energy Limited,6930-COBH-PR-A914,Cobham,Peak Reduction,2025-11-11T00:00:00+00:00,2025-11-12T00:00:00+00:00,0.0,0.01,0.0,15.96,0.0,0.24,EV Charger DSR,demand_turn_down,24.0,epex,2025-11-11 00:00:00+00:00,2025-11-12 00:00:00+00:00,00:00:00+00:00
Axle Energy Limited,laxfield-lt_saou-ev-c1-portfolio,Laxfield,Scheduled Availability,2025-11-11T00:00:00+00:00,2025-11-12T00:00:00+00:00,0.01,0.0,11.0,0.0,0.24,0.0,EV Charger DSR,demand_turn_down,24.0,epex,2025-11-11 00:00:00+00:00,2025-11-12 00:00:00+00:00,00:00:00+00:00
Octopus,98CC-BROC-LTU-17BF,Brockenhurst Mill Hill Total,Long-Term Utilisation,2025-11-10T19:00:00+00:00,2025-11-10T23:00:00+00:00,0.0,0.357,0.0,14.0,0.0,1.43,EV Charger DSR,demand_turn_down,4.0,epex,2025-11-10 19:00:00+00:00,2025-11-10 23:00:00+00:00,19:00:00+00:00
Axle Energy Limited,north-drive-lt_su-ev-c2-portfolio,North Drive,Long-Term Utilisation,2025-11-10T19:00:00+00:00,2025-11-10T21:30:00+00:00,0.0,0.019,0.0,59.0,0.0,0.05,EV Charger DSR,demand_turn_down,2.5,epex,2025-11-10 19:00:00+00:00,2025-11-10 21:30:00+00:00,19:00:00+00:00
Octopus,OCTO-NORT-LTU-475B,North Drive,Long-Term Utilisation,2025-11-10T19:00:00+00:00,2025-11-10T21:30:00+00:00,0.0,0.068,0.0,54.9,0.0,0.17,EV Charger DSR,demand_turn_down,2.5,epex,2025-11-10 19:00:00+00:00,2025-11-10 21:30:00+00:00,19:00:00+00:00
Octopus,OCTO-NORT-LTU-475B,North Drive,Long-Term Utilisation,2025-11-10T19:00:00+00:00,2025-11-10T21:30:00+00:00,0.0,0.336,0.0,61.0,0.0,0.84,EV Charger DSR,demand_turn_down,2.5,epex,2025-11-10 19:00:00+00:00,2025-11-10 21:30:00+00:00,19:00:00+00:00
Axle Energy Limited,6930-WING-PR-A426,Wingham,Peak Reduction,2025-11-10T19:00:00+00:00,2025-11-10T23:00:00+00:00,0.0,0.01,0.0,53.71,0.0,0.04,EV Charger DSR,demand_turn_down,4.0,epex,2025-11-10 19:00:00+00:00,2025-11-10 23:00:00+00:00,19:00:00+00:00
Octopus,OCTO-W. W-LTU-1A48,W. Weybridge,Long-Term Utilisation,2025-11-10T19:00:00+00:00,2025-11-10T23:00:00+00:00,0.0,0.41,0.0,59.0,0.0,1.64,EV Charger DSR,demand_turn_down,4.0,epex,2025-11-10 19:00:00+00:00,2025-11-10 23:00:00+00:00,19:00:00+00:00
OVO Energy,CA62-WROT-PR-F0B3,Wrotham,Peak Reduction,2025-11-10T18:30:00+00:00,2025-11-10T19:30:00+00:00,0.0,0.04,0.0,934.58,0.0,0.04,EV Charger DSR,demand_turn_down,1.0,epex,2025-11-10 18:30:00+00:00,2025-11-10 19:30:00+00:00,18:30:00+00:00
Axle Energy Limited,6930-WROT-PR-5918,Wrotham,Peak Reduction,2025-11-10T18:30:00+00:00,2025-11-10T19:30:00+00:00,0.0,0.03,0.0,934.49,0.0,0.03,EV Charger DSR,demand_turn_down,1.0,epex,2025-11-10 18:30:00+00:00,2025-11-10 19:30:00+00:00,18:30:00+00:00
Ohme,Wrotham,Wrotham,Peak Reduction,2025-11-10T18:30:00+00:00,2025-11-10T19:30:00+00:00,0.0,0.05,0.0,934.58,0.0,0.05,EV Charger DSR,demand_turn_down,1.0,epex,2025-11-10 18:30:00+00:00,2025-11-10 19:30:00+00:00,18:30:00+00:00
Ev.energy,EV.E-WROT-SAOU-77D7,Wrotham,Scheduled Availability,2025-11-10T18:00:00+00:00,2025-11-10T21:00:00+00:00,0.012,0.0,500.0,0.0,0.04,0.0,EV Charger DSR,demand_turn_down,3.0,epex,2025-11-10 18:00:00+00:00,2025-11-10 21:00:00+00:00,18:00:00+00:00
Ev.energy,EV.E-CAPE-LTU-EBDE,Capel Switching Station,Long-Term Utilisation,2025-11-10T17:30:00+00:00,2025-11-10T19:00:00+00:00,0.0,0.058,0.0,92.56,0.0,0.09,EV Charger DSR,demand_turn_down,1.5,epex,2025-11-10 17:30:00+00:00,2025-11-10 19:00:00+00:00,17:30:00+00:00
Octopus,OCTO-CATH-LTU-4846,CATHODEON CRYSTALS LV Zone,Long-Term Utilisation,2025-11-10T17:30:00+00:00,2025-11-10T20:30:00+00:00,0.0,0.012,0.0,37.0,0.0,0.04,EV Charger DSR,demand_turn_down,3.0,epex,2025-11-10 17:30:00+00:00,2025-11-10 20:30:00+00:00,17:30:00+00:00
Octopus,OCTO-CRAW-LTU-D6E0,CRAWLEY DOWN ROAD LV Zone,Long-Term Utilisation,2025-11-10T17:30:00+00:00,2025-11-10T20:30:00+00:00,0.0,0.01,0.0,37.0,0.0,0.03,EV Charger DSR,demand_turn_down,3.0,epex,2025-11-10 17:30:00+00:00,2025-11-10 20:30:00+00:00,17:30:00+00:00
Octopus,OCTO-ORCH-LTU-6064,Orchard Heights LV Zone,Long-Term Utilisation,2025-11-10T17:30:00+00:00,2025-11-10T20:30:00+00:00,0.0,0.014,0.0,37.0,0.0,0.04,EV Charger DSR,demand_turn_down,3.0,epex,2025-11-10 17:30:00+00:00,2025-11-10 20:30:00+00:00,17:30:00+00:00
Ev.energy,EV.E-WROT-SAOU-4A5A,Wrotham,Scheduled Availability,2025-11-10T17:30:00+00:00,2025-11-10T19:00:00+00:00,0.01,0.0,320.0,0.0,0.02,0.0,EV Charger DSR,demand_turn_down,1.5,epex,2025-11-10 17:30:00+00:00,2025-11-10 19:00:00+00:00,17:30:00+00:00
Axle Energy Limited,takeley-lt_saou-ev-c1-portfolio,Takeley,Scheduled Availability,2025-11-10T17:00:00+00:00,2025-11-10T20:00:00+00:00,0.021,0.0,71.0,0.0,0.06,0.0,EV Charger DSR,demand_turn_down,3.0,epex,2025-11-10 17:00:00+00:00,2025-11-10 20:00:00+00:00,17:00:00+00:00
Octopus,OCTO-WADD-LTU-E2B9,Waddesdon,Long-Term Utilisation,2025-11-10T17:00:00+00:00,2025-11-10T19:00:00+00:00,0.0,0.332,0.0,53.0,0.0,0.66,EV Charger DSR,demand_turn_down,2.0,epex,2025-11-10 17:00:00+00:00,2025-11-10 19:00:00+00:00,17:00:00+00:00
Ohme,OHME-CENT-SAOU-8573,Central Harpenden,Scheduled Availability,2025-11-10T16:30:00+00:00,2025-11-10T19:30:00+00:00,0.02,0.0,48.0,0.0,0.06,0.0,EV Charger DSR,demand_turn_down,3.0,epex,2025-11-10 16:30:00+00:00,2025-11-10 19:30:00+00:00,16:30:00+00:00
Ohme,OHME-RAIN-SAOU-0431,Rainham,Scheduled Availability,2025-11-10T16:30:00+00:00,2025-11-10T20:00:00+00:00,0.01,0.0,483.0,0.0,0.04,0.0,EV Charger DSR,demand_turn_down,3.5,epex,2025-11-10 16:30:00+00:00,2025-11-10 20:00:00+00:00,16:30:00+00:00
Axle Energy Limited,tunbridge-wells-pembury-lt_su-ev-c2-portfolio,Tunbridge Wells-Pembury,Long-Term Utilisation,2025-11-10T16:30:00+00:00,2025-11-10T19:00:00+00:00,0.0,0.226,0.0,61.0,0.0,0.56,EV Charger DSR,demand_turn_down,2.5,epex,2025-11-10 16:30:00+00:00,2025-11-10 19:00:00+00:00,16:30:00+00:00
Octopus,OCTO-TUNB-LTU-B586,Tunbridge Wells-Pembury,Long-Term Utilisation,2025-11-10T16:30:00+00:00,2025-11-10T19:00:00+00:00,0.0,0.356,0.0,56.7,0.0,0.89,EV Charger DSR,demand_turn_down,2.5,epex,2025-11-10 16:30:00+00:00,2025-11-10 19:00:00+00:00,16:30:00+00:00
Ohme,OHME-TUNB-LTU-512F,Tunbridge Wells-Pembury,Long-Term Utilisation,2025-11-10T16:30:00+00:00,2025-11-10T19:00:00+00:00,0.0,0.3,0.0,63.0,0.0,0.75,EV Charger DSR,demand_turn_down,2.5,epex,2025-11-10 16:30:00+00:00,2025-11-10 19:00:00+00:00,16:30:00+00:00
OVO Energy,CA62-WILL-PR-CADD,Willesden Grid,Peak Reduction,2025-11-10T16:30:00+00:00,2025-11-10T20:00:00+00:00,0.0,0.06,0.0,72.1,0.0,0.21,EV Charger DSR,demand_turn_down,3.5,epex,2025-11-10 16:30:00+00:00,2025-11-10 20:00:00+00:00,16:30:00+00:00
Octopus,OCTO-LEYS-LTU-1503,Leysdown,Long-Term Utilisation,2025-11-10T16:00:00+00:00,2025-11-10T22:30:00+00:00,0.0,0.02,0.0,343.0,0.0,0.13,EV Charger DSR,demand_turn_down,6.5,epex,2025-11-10 16:00:00+00:00,2025-11-10 22:30:00+00:00,16:00:00+00:00
Ohme,OHME-NORT-SAOU-99FB,North Drive,Scheduled Availability,2025-11-10T16:00:00+00:00,2025-11-10T20:00:00+00:00,0.02,0.0,29.0,0.0,0.08,0.0,EV Charger DSR,demand_turn_down,4.0,epex,2025-11-10 16:00:00+00:00,2025-11-10 20:00:00+00:00,16:00:00+00:00
OVO Energy,CA62-BARM-PR-B4AB,Barming,Peak Reduction,2025-11-10T15:00:00+00:00,2025-11-10T19:00:00+00:00,0.0,0.04,0.0,233.64,0.0,0.16,EV Charger DSR,demand_turn_down,4.0,epex,2025-11-10 15:00:00+00:00,2025-11-10 19:00:00+00:00,15:00:00+00:00
Octopus,OCTO-WARE-LTU-FC87,Warehorne Kenardington Tenterden Wittersham,Long-Term Utilisation,2025-11-10T15:00:00+00:00,2025-11-10T19:00:00+00:00,0.0,0.404,0.0,36.0,0.0,1.62,EV Charger DSR,demand_turn_down,4.0,epex,2025-11-10 15:00:00+00:00,2025-11-10 19:00:00+00:00,15:00:00+00:00
Octopus,OCTO-WARE-LTU-FC87,Warehorne Kenardington Tenterden Wittersham,Long-Term Utilisation,2025-11-10T15:00:00+00:00,2025-11-10T19:00:00+00:00,0.0,0.073,0.0,32.4,0.0,0.29,EV Charger DSR,demand_turn_down,4.0,epex,2025-11-10 15:00:00+00:00,2025-11-10 19:00:00+00:00,15:00:00+00:00
Ev.energy,EV.E-WEST-SAOU-1D04,West Letchworth Shefford Biggleswade,Scheduled Availability,2025-11-10T15:00:00+00:00,2025-11-10T19:00:00+00:00,0.078,0.0,50.0,0.0,0.31,0.0,EV Charger DSR,demand_turn_down,4.0,epex,2025-11-10 15:00:00+00:00,2025-11-10 19:00:00+00:00,15:00:00+00:00
Axle Energy Limited,willesden-grid-lt_su-ev-c2-portfolio,Willesden Grid,Long-Term Utilisation,2025-11-10T13:30:00+00:00,2025-11-10T14:00:00+00:00,0.0,0.022,0.0,88.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2025-11-10 13:30:00+00:00,2025-11-10 14:00:00+00:00,13:30:00+00:00
Ohme,OHME-WILL-LTU-3088,Willesden Grid,Long-Term Utilisation,2025-11-10T13:30:00+00:00,2025-11-10T14:00:00+00:00,0.0,0.02,0.0,90.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2025-11-10 13:30:00+00:00,2025-11-10 14:00:00+00:00,13:30:00+00:00
Axle Energy Limited,thorpe-grid-33-lt_saou-ev-c1-portfolio,Thorpe Grid 33,Scheduled Availability,2025-11-10T12:30:00+00:00,2025-11-10T14:00:00+00:00,0.04,0.0,14.0,0.0,0.06,0.0,EV Charger DSR,demand_turn_down,1.5,epex,2025-11-10 12:30:00+00:00,2025-11-10 14:00:00+00:00,12:30:00+00:00
Axle Energy Limited,thorpe-grid-33-lt_saou-ev-c2-portfolio,Thorpe Grid 33,Scheduled Availability,2025-11-10T12:30:00+00:00,2025-11-10T14:00:00+00:00,0.063,0.0,14.0,0.0,0.1,0.0,EV Charger DSR,demand_turn_down,1.5,epex,2025-11-10 12:30:00+00:00,2025-11-10 14:00:00+00:00,12:30:00+00:00
Octopus,OCTO-BERE-LTU-508B,Beresford Avenue,Long-Term Utilisation,2025-11-10T11:00:00+00:00,2025-11-10T15:00:00+00:00,0.0,0.04,0.0,25.0,0.0,0.16,EV Charger DSR,demand_turn_down,4.0,epex,2025-11-10 11:00:00+00:00,2025-11-10 15:00:00+00:00,11:00:00+00:00
Octopus,OCTO-THAX-LTU-6B9F,Thaxted Local,Long-Term Utilisation,2025-11-10T08:00:00+00:00,2025-11-10T23:00:00+00:00,0.0,0.199,0.0,3.0,0.0,2.98,EV Charger DSR,demand_turn_down,15.0,epex,2025-11-10 08:00:00+00:00,2025-11-10 23:00:00+00:00,08:00:00+00:00
Axle Energy Limited,laxfield-lt_saou-ev-c1-portfolio,Laxfield,Scheduled Availability,2025-11-10T00:00:00+00:00,2025-11-11T00:00:00+00:00,0.01,0.0,11.0,0.0,0.24,0.0,EV Charger DSR,demand_turn_down,24.0,epex,2025-11-10 00:00:00+00:00,2025-11-11 00:00:00+00:00,00:00:00+00:00
Ev.energy,EV.E-BROC-SAOU-9FDC,Brockenhurst Mill Hill Total,Scheduled Availability,2025-11-08T16:00:00+00:00,2025-11-08T21:00:00+00:00,0.45,0.0,63.0,0.0,2.25,0.0,EV Charger DSR,demand_turn_down,5.0,epex,2025-11-08 16:00:00+00:00,2025-11-08 21:00:00+00:00,16:00:00+00:00
Octopus,OCTO-NORT-LTU-475B,North Drive,Long-Term Utilisation,2025-11-07T19:00:00+00:00,2025-11-07T21:30:00+00:00,0.0,0.068,0.0,54.9,0.0,0.17,EV Charger DSR,demand_turn_down,2.5,epex,2025-11-07 19:00:00+00:00,2025-11-07 21:30:00+00:00,19:00:00+00:00
Octopus,OCTO-W. W-LTU-1A48,W. Weybridge,Long-Term Utilisation,2025-11-07T19:00:00+00:00,2025-11-07T23:00:00+00:00,0.0,0.41,0.0,59.0,0.0,1.64,EV Charger DSR,demand_turn_down,4.0,epex,2025-11-07 19:00:00+00:00,2025-11-07 23:00:00+00:00,19:00:00+00:00
Axle Energy Limited,6930-WROT-PR-5918,Wrotham,Peak Reduction,2025-11-07T18:30:00+00:00,2025-11-07T19:30:00+00:00,0.0,0.03,0.0,934.49,0.0,0.03,EV Charger DSR,demand_turn_down,1.0,epex,2025-11-07 18:30:00+00:00,2025-11-07 19:30:00+00:00,18:30:00+00:00
OVO Energy,CA62-WROT-PR-F0B3,Wrotham,Peak Reduction,2025-11-07T18:30:00+00:00,2025-11-07T19:30:00+00:00,0.0,0.04,0.0,934.58,0.0,0.04,EV Charger DSR,demand_turn_down,1.0,epex,2025-11-07 18:30:00+00:00,2025-11-07 19:30:00+00:00,18:30:00+00:00
Octopus,OCTO-BALL-LTU-A283,BALLANDS FIELD LV Zone,Long-Term Utilisation,2025-11-07T17:30:00+00:00,2025-11-07T20:30:00+00:00,0.0,0.014,0.0,37.0,0.0,0.04,EV Charger DSR,demand_turn_down,3.0,epex,2025-11-07 17:30:00+00:00,2025-11-07 20:30:00+00:00,17:30:00+00:00
Ev.energy,EV.E-CAPE-LTU-EBDE,Capel Switching Station,Long-Term Utilisation,2025-11-07T17:30:00+00:00,2025-11-07T19:00:00+00:00,0.0,0.058,0.0,92.56,0.0,0.09,EV Charger DSR,demand_turn_down,1.5,epex,2025-11-07 17:30:00+00:00,2025-11-07 19:00:00+00:00,17:30:00+00:00
Octopus,OCTO-FELT-LTU-4C46,Feltwell,Long-Term Utilisation,2025-11-07T17:30:00+00:00,2025-11-07T18:30:00+00:00,0.0,0.031,0.0,670.0,0.0,0.03,EV Charger DSR,demand_turn_down,1.0,epex,2025-11-07 17:30:00+00:00,2025-11-07 18:30:00+00:00,17:30:00+00:00
Octopus,OCTO-WROT-LTU-2EE8,Wrotham,Long-Term Utilisation,2025-11-07T17:30:00+00:00,2025-11-07T19:00:00+00:00,0.0,0.303,0.0,423.0,0.0,0.46,EV Charger DSR,demand_turn_down,1.5,epex,2025-11-07 17:30:00+00:00,2025-11-07 19:00:00+00:00,17:30:00+00:00
Ev.energy,EV.E-WROT-SAOU-4A5A,Wrotham,Scheduled Availability,2025-11-07T17:30:00+00:00,2025-11-07T19:00:00+00:00,0.01,0.0,320.0,0.0,0.02,0.0,EV Charger DSR,demand_turn_down,1.5,epex,2025-11-07 17:30:00+00:00,2025-11-07 19:00:00+00:00,17:30:00+00:00
