company_name,fu_id,zone,product,start_time_local,end_time_local,availability_mw_req,utilisation_mw_req,availability_price,utilisation_price,availability_mwh_req,utilisation_mwh_req,technology,dispatch_type,hours_requested,dispatch_method,start_time_utc,end_time_utc,time_utc
Axle Energy Limited,cockfosters-da-ev-portfolio,Cockfosters,Day-Ahead,2025-03-18T17:00:00+00:00,2025-03-18T19:00:00+00:00,0.0,0.08,0.0,178.0,0.0,0.16,EV Charger DSR,demand_turn_down,2.0,epex,2025-03-18 17:00:00+00:00,2025-03-18 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,uplands-park-da-ev-portfolio,Uplands Park,Day-Ahead,2025-03-18T17:00:00+00:00,2025-03-18T19:00:00+00:00,0.0,0.06,0.0,238.0,0.0,0.12,EV Charger DSR,demand_turn_down,2.0,epex,2025-03-18 17:00:00+00:00,2025-03-18 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,worthing-grid-a-da-ev-portfolio,Worthing Grid A,Day-Ahead,2025-03-18T17:00:00+00:00,2025-03-18T19:00:00+00:00,0.0,0.3,0.0,740.0,0.0,0.6,EV Charger DSR,demand_turn_down,2.0,epex,2025-03-18 17:00:00+00:00,2025-03-18 19:00:00+00:00,17:00:00+00:00
OVO Energy,CA62-WILL-PR-CADD,Willesden Grid,Peak Reduction,2025-03-18T16:30:00+00:00,2025-03-18T20:00:00+00:00,0.0,0.02,0.0,72.1,0.0,0.07,EV Charger DSR,demand_turn_down,3.5,epex,2025-03-18 16:30:00+00:00,2025-03-18 20:00:00+00:00,16:30:00+00:00
Ohme,OHME-NORT-SAOU-99FB,North Drive,Scheduled Availability,2025-03-18T16:00:00+00:00,2025-03-18T20:00:00+00:00,0.02,0.0,53.0,0.0,0.08,0.0,EV Charger DSR,demand_turn_down,4.0,epex,2025-03-18 16:00:00+00:00,2025-03-18 20:00:00+00:00,16:00:00+00:00
Ohme,Wingham,Wingham,Peak Reduction,2025-03-17T19:00:00+00:00,2025-03-17T23:00:00+00:00,0.0,0.03,0.0,53.74,0.0,0.12,EV Charger DSR,demand_turn_down,4.0,epex,2025-03-17 19:00:00+00:00,2025-03-17 23:00:00+00:00,19:00:00+00:00
Ohme,OHME-BROC-SAOU-48DF,Brockenhurst Mill Hill Total,Scheduled Availability,2025-03-17T17:00:00+00:00,2025-03-17T19:00:00+00:00,0.0,0.04,0.0,270.0,0.0,0.08,EV Charger DSR,demand_turn_down,2.0,epex,2025-03-17 17:00:00+00:00,2025-03-17 19:00:00+00:00,17:00:00+00:00
OVO Energy,CA62-WILL-PR-CADD,Willesden Grid,Peak Reduction,2025-03-17T16:30:00+00:00,2025-03-17T20:00:00+00:00,0.0,0.02,0.0,72.1,0.0,0.07,EV Charger DSR,demand_turn_down,3.5,epex,2025-03-17 16:30:00+00:00,2025-03-17 20:00:00+00:00,16:30:00+00:00
Ohme,OHME-BROC-SAOU-48DF,Brockenhurst Mill Hill Total,Scheduled Availability,2025-03-17T16:00:00+00:00,2025-03-17T21:00:00+00:00,0.04,0.0,25.0,0.0,0.2,0.0,EV Charger DSR,demand_turn_down,5.0,epex,2025-03-17 16:00:00+00:00,2025-03-17 21:00:00+00:00,16:00:00+00:00
Ev.energy,EV.E-MEDW-LTU-2C66,Medway Grid,Long-Term Utilisation,2025-03-17T16:00:00+00:00,2025-03-17T20:00:00+00:00,0.0,0.042,0.0,11.51,0.0,0.17,EV Charger DSR,demand_turn_down,4.0,epex,2025-03-17 16:00:00+00:00,2025-03-17 20:00:00+00:00,16:00:00+00:00
Ohme,OHME-NORT-SAOU-99FB,North Drive,Scheduled Availability,2025-03-17T16:00:00+00:00,2025-03-17T20:00:00+00:00,0.02,0.0,53.0,0.0,0.08,0.0,EV Charger DSR,demand_turn_down,4.0,epex,2025-03-17 16:00:00+00:00,2025-03-17 20:00:00+00:00,16:00:00+00:00
Ohme,OHME-CHAT-SAOU-01B3,West Chatham A,Scheduled Availability,2025-03-17T15:00:00+00:00,2025-03-17T21:30:00+00:00,0.03,0.0,7.0,0.0,0.2,0.0,EV Charger DSR,demand_turn_down,6.5,epex,2025-03-17 15:00:00+00:00,2025-03-17 21:30:00+00:00,15:00:00+00:00
Axle Energy Limited,6930-COBH-PR-A914,Cobham,Peak Reduction,2025-03-17T03:00:00+00:00,2025-03-17T23:00:00+00:00,0.0,0.01,0.0,19.15,0.0,0.2,EV Charger DSR,demand_turn_down,20.0,epex,2025-03-17 03:00:00+00:00,2025-03-17 23:00:00+00:00,03:00:00+00:00
Axle Energy Limited,6930-COCK-PR-6545,Cockfosters,Peak Reduction,2025-03-17T00:00:00+00:00,2025-03-18T00:00:00+00:00,0.0,0.03,0.0,1.55,0.0,0.72,EV Charger DSR,demand_turn_down,24.0,epex,2025-03-17 00:00:00+00:00,2025-03-18 00:00:00+00:00,00:00:00+00:00
OVO Energy,OVO -BRAM-DA-A9EB,Bramford Diss Thetford,Day-Ahead,2025-03-16T18:00:00+00:00,2025-03-16T18:30:00+00:00,0.0,0.028,0.0,176.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-16 18:00:00+00:00,2025-03-16 18:30:00+00:00,18:00:00+00:00
OVO Energy,OVO -BRAM-DA-A9EB,Bramford Diss Thetford,Day-Ahead,2025-03-16T17:30:00+00:00,2025-03-16T18:00:00+00:00,0.0,0.026,0.0,176.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-16 17:30:00+00:00,2025-03-16 18:00:00+00:00,17:30:00+00:00
Axle Energy Limited,bramford-diss-thetford-da-ev-portfolio,Bramford Diss Thetford,Day-Ahead,2025-03-16T17:00:00+00:00,2025-03-16T19:00:00+00:00,0.0,0.24,0.0,178.0,0.0,0.48,EV Charger DSR,demand_turn_down,2.0,epex,2025-03-16 17:00:00+00:00,2025-03-16 19:00:00+00:00,17:00:00+00:00
OVO Energy,OVO -BRAM-DA-A9EB,Bramford Diss Thetford,Day-Ahead,2025-03-16T17:00:00+00:00,2025-03-16T17:30:00+00:00,0.0,0.023,0.0,176.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-16 17:00:00+00:00,2025-03-16 17:30:00+00:00,17:00:00+00:00
Axle Energy Limited,brandon-da-ev-portfolio,Brandon,Day-Ahead,2025-03-16T17:00:00+00:00,2025-03-16T19:00:00+00:00,0.0,0.02,0.0,598.0,0.0,0.04,EV Charger DSR,demand_turn_down,2.0,epex,2025-03-16 17:00:00+00:00,2025-03-16 19:00:00+00:00,17:00:00+00:00
Ohme,Wingham,Wingham,Peak Reduction,2025-03-14T19:00:00+00:00,2025-03-14T23:00:00+00:00,0.0,0.03,0.0,53.74,0.0,0.12,EV Charger DSR,demand_turn_down,4.0,epex,2025-03-14 19:00:00+00:00,2025-03-14 23:00:00+00:00,19:00:00+00:00
OVO Energy,CA62-WILL-PR-CADD,Willesden Grid,Peak Reduction,2025-03-14T16:30:00+00:00,2025-03-14T20:00:00+00:00,0.0,0.02,0.0,72.1,0.0,0.07,EV Charger DSR,demand_turn_down,3.5,epex,2025-03-14 16:30:00+00:00,2025-03-14 20:00:00+00:00,16:30:00+00:00
Ev.energy,EV.E-MEDW-LTU-2C66,Medway Grid,Long-Term Utilisation,2025-03-14T16:00:00+00:00,2025-03-14T20:00:00+00:00,0.0,0.042,0.0,11.51,0.0,0.17,EV Charger DSR,demand_turn_down,4.0,epex,2025-03-14 16:00:00+00:00,2025-03-14 20:00:00+00:00,16:00:00+00:00
Ohme,OHME-CHAT-SAOU-01B3,West Chatham A,Scheduled Availability,2025-03-14T15:00:00+00:00,2025-03-14T21:30:00+00:00,0.03,0.0,7.0,0.0,0.2,0.0,EV Charger DSR,demand_turn_down,6.5,epex,2025-03-14 15:00:00+00:00,2025-03-14 21:30:00+00:00,15:00:00+00:00
Axle Energy Limited,west-horndon-summer-2024-peak-reduction-portfolio,West Horndon,Peak Reduction,2025-03-14T08:00:00+00:00,2025-03-14T11:00:00+00:00,0.0,0.003,0.0,123.08,0.0,0.01,EV Charger DSR,demand_turn_down,3.0,epex,2025-03-14 08:00:00+00:00,2025-03-14 11:00:00+00:00,08:00:00+00:00
Axle Energy Limited,6930-COCK-PR-6545,Cockfosters,Peak Reduction,2025-03-14T00:00:00+00:00,2025-03-15T00:00:00+00:00,0.0,0.03,0.0,1.55,0.0,0.72,EV Charger DSR,demand_turn_down,24.0,epex,2025-03-14 00:00:00+00:00,2025-03-15 00:00:00+00:00,00:00:00+00:00
Axle Energy Limited,6930-WING-PR-A426,Wingham,Peak Reduction,2025-03-13T19:00:00+00:00,2025-03-13T23:00:00+00:00,0.0,0.01,0.0,53.71,0.0,0.04,EV Charger DSR,demand_turn_down,4.0,epex,2025-03-13 19:00:00+00:00,2025-03-13 23:00:00+00:00,19:00:00+00:00
Ohme,Wingham,Wingham,Peak Reduction,2025-03-13T19:00:00+00:00,2025-03-13T23:00:00+00:00,0.0,0.03,0.0,53.74,0.0,0.12,EV Charger DSR,demand_turn_down,4.0,epex,2025-03-13 19:00:00+00:00,2025-03-13 23:00:00+00:00,19:00:00+00:00
Ohme,OHME-BROC-SAOU-48DF,Brockenhurst Mill Hill Total,Scheduled Availability,2025-03-13T17:00:00+00:00,2025-03-13T19:00:00+00:00,0.0,0.04,0.0,270.0,0.0,0.08,EV Charger DSR,demand_turn_down,2.0,epex,2025-03-13 17:00:00+00:00,2025-03-13 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,canvey-da-ev-portfolio,Canvey,Day-Ahead,2025-03-13T17:00:00+00:00,2025-03-13T19:00:00+00:00,0.0,0.03,0.0,598.0,0.0,0.06,EV Charger DSR,demand_turn_down,2.0,epex,2025-03-13 17:00:00+00:00,2025-03-13 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,cockfosters-da-ev-portfolio,Cockfosters,Day-Ahead,2025-03-13T17:00:00+00:00,2025-03-13T19:00:00+00:00,0.0,0.08,0.0,178.0,0.0,0.16,EV Charger DSR,demand_turn_down,2.0,epex,2025-03-13 17:00:00+00:00,2025-03-13 19:00:00+00:00,17:00:00+00:00
Ohme,OHME-BROC-SAOU-48DF,Brockenhurst Mill Hill Total,Scheduled Availability,2025-03-13T16:00:00+00:00,2025-03-13T21:00:00+00:00,0.04,0.0,19.0,0.0,0.2,0.0,EV Charger DSR,demand_turn_down,5.0,epex,2025-03-13 16:00:00+00:00,2025-03-13 21:00:00+00:00,16:00:00+00:00
Ev.energy,EV.E-MEDW-LTU-2C66,Medway Grid,Long-Term Utilisation,2025-03-13T16:00:00+00:00,2025-03-13T20:00:00+00:00,0.0,0.042,0.0,11.51,0.0,0.17,EV Charger DSR,demand_turn_down,4.0,epex,2025-03-13 16:00:00+00:00,2025-03-13 20:00:00+00:00,16:00:00+00:00
Ohme,OHME-CHAT-SAOU-01B3,West Chatham A,Scheduled Availability,2025-03-13T15:00:00+00:00,2025-03-13T21:30:00+00:00,0.03,0.0,7.0,0.0,0.2,0.0,EV Charger DSR,demand_turn_down,6.5,epex,2025-03-13 15:00:00+00:00,2025-03-13 21:30:00+00:00,15:00:00+00:00
Axle Energy Limited,6930-COCK-PR-6545,Cockfosters,Peak Reduction,2025-03-13T00:00:00+00:00,2025-03-14T00:00:00+00:00,0.0,0.03,0.0,1.55,0.0,0.72,EV Charger DSR,demand_turn_down,24.0,epex,2025-03-13 00:00:00+00:00,2025-03-14 00:00:00+00:00,00:00:00+00:00
Axle Energy Limited,6930-WING-PR-A426,Wingham,Peak Reduction,2025-03-12T19:00:00+00:00,2025-03-12T23:00:00+00:00,0.0,0.01,0.0,53.71,0.0,0.04,EV Charger DSR,demand_turn_down,4.0,epex,2025-03-12 19:00:00+00:00,2025-03-12 23:00:00+00:00,19:00:00+00:00
OVO Energy,OVO -BRAM-DA-A9EB,Bramford Diss Thetford,Day-Ahead,2025-03-12T18:30:00+00:00,2025-03-12T19:00:00+00:00,0.0,0.03,0.0,176.0,0.0,0.02,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-12 18:30:00+00:00,2025-03-12 19:00:00+00:00,18:30:00+00:00
OVO Energy,OVO -TROW-DA-158F,Trowse Grid 33,Day-Ahead,2025-03-12T18:30:00+00:00,2025-03-12T19:00:00+00:00,0.0,0.046,0.0,236.0,0.0,0.02,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-12 18:30:00+00:00,2025-03-12 19:00:00+00:00,18:30:00+00:00
OVO Energy,OVO -UPLA-DA-5FF9,Uplands Park,Day-Ahead,2025-03-12T18:30:00+00:00,2025-03-12T19:00:00+00:00,0.0,0.017,0.0,238.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-12 18:30:00+00:00,2025-03-12 19:00:00+00:00,18:30:00+00:00
OVO Energy,OVO -BRAM-DA-A9EB,Bramford Diss Thetford,Day-Ahead,2025-03-12T18:00:00+00:00,2025-03-12T18:30:00+00:00,0.0,0.028,0.0,176.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-12 18:00:00+00:00,2025-03-12 18:30:00+00:00,18:00:00+00:00
Ev.energy,EV.E-WROT-SAOU-77D7,Wrotham,Scheduled Availability,2025-03-12T18:00:00+00:00,2025-03-12T21:00:00+00:00,0.012,0.0,500.0,0.0,0.04,0.0,EV Charger DSR,demand_turn_down,3.0,epex,2025-03-12 18:00:00+00:00,2025-03-12 21:00:00+00:00,18:00:00+00:00
OVO Energy,OVO -BRAM-DA-A9EB,Bramford Diss Thetford,Day-Ahead,2025-03-12T17:30:00+00:00,2025-03-12T18:00:00+00:00,0.0,0.026,0.0,176.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-12 17:30:00+00:00,2025-03-12 18:00:00+00:00,17:30:00+00:00
OVO Energy,OVO -BRAM-DA-A9EB,Bramford Diss Thetford,Day-Ahead,2025-03-12T17:00:00+00:00,2025-03-12T17:30:00+00:00,0.0,0.023,0.0,176.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-12 17:00:00+00:00,2025-03-12 17:30:00+00:00,17:00:00+00:00
Axle Energy Limited,brandon-da-ev-portfolio,Brandon,Day-Ahead,2025-03-12T17:00:00+00:00,2025-03-12T19:00:00+00:00,0.0,0.02,0.0,598.0,0.0,0.04,EV Charger DSR,demand_turn_down,2.0,epex,2025-03-12 17:00:00+00:00,2025-03-12 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,chartham-da-ev-portfolio,Chartham,Day-Ahead,2025-03-12T17:00:00+00:00,2025-03-12T19:00:00+00:00,0.0,0.03,0.0,598.0,0.0,0.06,EV Charger DSR,demand_turn_down,2.0,epex,2025-03-12 17:00:00+00:00,2025-03-12 19:00:00+00:00,17:00:00+00:00
OVO Energy,OVO -COCK-DA-0DE9,Cockfosters,Day-Ahead,2025-03-12T17:00:00+00:00,2025-03-12T17:30:00+00:00,0.0,0.012,0.0,176.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-12 17:00:00+00:00,2025-03-12 17:30:00+00:00,17:00:00+00:00
Axle Energy Limited,cockfosters-da-ev-portfolio,Cockfosters,Day-Ahead,2025-03-12T17:00:00+00:00,2025-03-12T19:00:00+00:00,0.0,0.08,0.0,178.0,0.0,0.16,EV Charger DSR,demand_turn_down,2.0,epex,2025-03-12 17:00:00+00:00,2025-03-12 19:00:00+00:00,17:00:00+00:00
OVO Energy,OVO -TROW-DA-158F,Trowse Grid 33,Day-Ahead,2025-03-12T17:00:00+00:00,2025-03-12T17:30:00+00:00,0.0,0.036,0.0,236.0,0.0,0.02,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-12 17:00:00+00:00,2025-03-12 17:30:00+00:00,17:00:00+00:00
Ohme,Willesden Grid,Willesden Grid,Peak Reduction,2025-03-12T16:30:00+00:00,2025-03-12T20:00:00+00:00,0.0,0.03,0.0,72.1,0.0,0.1,EV Charger DSR,demand_turn_down,3.5,epex,2025-03-12 16:30:00+00:00,2025-03-12 20:00:00+00:00,16:30:00+00:00
Ohme,OHME-BROC-SAOU-48DF,Brockenhurst Mill Hill Total,Scheduled Availability,2025-03-12T16:00:00+00:00,2025-03-12T21:00:00+00:00,0.04,0.0,19.0,0.0,0.2,0.0,EV Charger DSR,demand_turn_down,5.0,epex,2025-03-12 16:00:00+00:00,2025-03-12 21:00:00+00:00,16:00:00+00:00
Ohme,OHME-NORT-SAOU-99FB,North Drive,Scheduled Availability,2025-03-12T16:00:00+00:00,2025-03-12T20:00:00+00:00,0.02,0.0,53.0,0.0,0.08,0.0,EV Charger DSR,demand_turn_down,4.0,epex,2025-03-12 16:00:00+00:00,2025-03-12 20:00:00+00:00,16:00:00+00:00
Ohme,OHME-CHAT-SAOU-01B3,West Chatham A,Scheduled Availability,2025-03-12T15:00:00+00:00,2025-03-12T21:30:00+00:00,0.03,0.0,7.0,0.0,0.2,0.0,EV Charger DSR,demand_turn_down,6.5,epex,2025-03-12 15:00:00+00:00,2025-03-12 21:30:00+00:00,15:00:00+00:00
Axle Energy Limited,6930-COBH-PR-A914,Cobham,Peak Reduction,2025-03-12T03:00:00+00:00,2025-03-12T23:00:00+00:00,0.0,0.01,0.0,19.15,0.0,0.2,EV Charger DSR,demand_turn_down,20.0,epex,2025-03-12 03:00:00+00:00,2025-03-12 23:00:00+00:00,03:00:00+00:00
Axle Energy Limited,6930-WING-PR-A426,Wingham,Peak Reduction,2025-03-11T19:00:00+00:00,2025-03-11T23:00:00+00:00,0.0,0.01,0.0,53.71,0.0,0.04,EV Charger DSR,demand_turn_down,4.0,epex,2025-03-11 19:00:00+00:00,2025-03-11 23:00:00+00:00,19:00:00+00:00
Ev.energy,EV.E-WROT-SAOU-77D7,Wrotham,Scheduled Availability,2025-03-11T18:00:00+00:00,2025-03-11T21:00:00+00:00,0.012,0.0,500.0,0.0,0.04,0.0,EV Charger DSR,demand_turn_down,3.0,epex,2025-03-11 18:00:00+00:00,2025-03-11 21:00:00+00:00,18:00:00+00:00
Ohme,Willesden Grid,Willesden Grid,Peak Reduction,2025-03-11T16:30:00+00:00,2025-03-11T20:00:00+00:00,0.0,0.03,0.0,72.1,0.0,0.1,EV Charger DSR,demand_turn_down,3.5,epex,2025-03-11 16:30:00+00:00,2025-03-11 20:00:00+00:00,16:30:00+00:00
Ohme,OHME-BROC-SAOU-48DF,Brockenhurst Mill Hill Total,Scheduled Availability,2025-03-11T16:00:00+00:00,2025-03-11T21:00:00+00:00,0.04,0.0,25.0,0.0,0.2,0.0,EV Charger DSR,demand_turn_down,5.0,epex,2025-03-11 16:00:00+00:00,2025-03-11 21:00:00+00:00,16:00:00+00:00
Ohme,OHME-CHAT-SAOU-01B3,West Chatham A,Scheduled Availability,2025-03-11T15:00:00+00:00,2025-03-11T21:30:00+00:00,0.03,0.0,7.0,0.0,0.2,0.0,EV Charger DSR,demand_turn_down,6.5,epex,2025-03-11 15:00:00+00:00,2025-03-11 21:30:00+00:00,15:00:00+00:00
Ohme,OHME-CHAT-SAOU-01B3,West Chatham A,Scheduled Availability,2025-03-11T15:00:00+00:00,2025-03-11T21:30:00+00:00,0.03,0.0,7.5,0.0,0.2,0.0,EV Charger DSR,demand_turn_down,6.5,epex,2025-03-11 15:00:00+00:00,2025-03-11 21:30:00+00:00,15:00:00+00:00
Ohme,Cockfosters,Cockfosters,Peak Reduction,2025-03-11T00:00:00+00:00,2025-03-12T00:00:00+00:00,0.0,0.03,0.0,1.56,0.0,0.72,EV Charger DSR,demand_turn_down,24.0,epex,2025-03-11 00:00:00+00:00,2025-03-12 00:00:00+00:00,00:00:00+00:00
Axle Energy Limited,6930-WING-PR-A426,Wingham,Peak Reduction,2025-03-10T19:00:00+00:00,2025-03-10T23:00:00+00:00,0.0,0.01,0.0,53.71,0.0,0.04,EV Charger DSR,demand_turn_down,4.0,epex,2025-03-10 19:00:00+00:00,2025-03-10 23:00:00+00:00,19:00:00+00:00
OVO Energy,OVO -WORT-DA-7064,Worthing Grid A,Day-Ahead,2025-03-10T18:30:00+00:00,2025-03-10T19:00:00+00:00,0.0,0.039,0.0,738.0,0.0,0.02,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-10 18:30:00+00:00,2025-03-10 19:00:00+00:00,18:30:00+00:00
OVO Energy,OVO -CENT-DA-7F25,Central Harpenden,Day-Ahead,2025-03-10T18:00:00+00:00,2025-03-10T18:30:00+00:00,0.0,0.028,0.0,596.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-10 18:00:00+00:00,2025-03-10 18:30:00+00:00,18:00:00+00:00
OVO Energy,OVO -COCK-DA-0DE9,Cockfosters,Day-Ahead,2025-03-10T18:00:00+00:00,2025-03-10T18:30:00+00:00,0.0,0.014,0.0,176.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-10 18:00:00+00:00,2025-03-10 18:30:00+00:00,18:00:00+00:00
OVO Energy,OVO -SUND-DA-67A3,Sundon Little Barford,Day-Ahead,2025-03-10T18:00:00+00:00,2025-03-10T18:30:00+00:00,0.0,0.056,0.0,358.0,0.0,0.03,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-10 18:00:00+00:00,2025-03-10 18:30:00+00:00,18:00:00+00:00
OVO Energy,OVO -UPLA-DA-5FF9,Uplands Park,Day-Ahead,2025-03-10T18:00:00+00:00,2025-03-10T18:30:00+00:00,0.0,0.015,0.0,238.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-10 18:00:00+00:00,2025-03-10 18:30:00+00:00,18:00:00+00:00
Ev.energy,EV.E-WROT-SAOU-77D7,Wrotham,Scheduled Availability,2025-03-10T18:00:00+00:00,2025-03-10T21:00:00+00:00,0.012,0.0,500.0,0.0,0.04,0.0,EV Charger DSR,demand_turn_down,3.0,epex,2025-03-10 18:00:00+00:00,2025-03-10 21:00:00+00:00,18:00:00+00:00
OVO Energy,OVO -WORT-DA-7064,Worthing Grid A,Day-Ahead,2025-03-10T17:30:00+00:00,2025-03-10T18:00:00+00:00,0.0,0.033,0.0,738.0,0.0,0.02,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-10 17:30:00+00:00,2025-03-10 18:00:00+00:00,17:30:00+00:00
Axle Energy Limited,brandon-da-ev-portfolio,Brandon,Day-Ahead,2025-03-10T17:00:00+00:00,2025-03-10T19:00:00+00:00,0.0,0.02,0.0,598.0,0.0,0.04,EV Charger DSR,demand_turn_down,2.0,epex,2025-03-10 17:00:00+00:00,2025-03-10 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,buckingham-road-da-ev-portfolio,Buckingham Road,Day-Ahead,2025-03-10T17:00:00+00:00,2025-03-10T19:00:00+00:00,0.0,0.06,0.0,598.0,0.0,0.12,EV Charger DSR,demand_turn_down,2.0,epex,2025-03-10 17:00:00+00:00,2025-03-10 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,canvey-da-ev-portfolio,Canvey,Day-Ahead,2025-03-10T17:00:00+00:00,2025-03-10T19:00:00+00:00,0.0,0.03,0.0,598.0,0.0,0.06,EV Charger DSR,demand_turn_down,2.0,epex,2025-03-10 17:00:00+00:00,2025-03-10 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,central-harpenden-da-ev-portfolio,Central Harpenden,Day-Ahead,2025-03-10T17:00:00+00:00,2025-03-10T19:00:00+00:00,0.0,0.16,0.0,598.0,0.0,0.32,EV Charger DSR,demand_turn_down,2.0,epex,2025-03-10 17:00:00+00:00,2025-03-10 19:00:00+00:00,17:00:00+00:00
Ohme,OHME-CENT-SAOU-8573,Central Harpenden,Scheduled Availability,2025-03-10T17:00:00+00:00,2025-03-10T19:00:00+00:00,0.0,0.02,0.0,450.0,0.0,0.04,EV Charger DSR,demand_turn_down,2.0,epex,2025-03-10 17:00:00+00:00,2025-03-10 19:00:00+00:00,17:00:00+00:00
Axle Energy Limited,sundon-little-barford-da-ev-portfolio,Sundon Little Barford,Day-Ahead,2025-03-10T17:00:00+00:00,2025-03-10T19:00:00+00:00,0.0,0.36,0.0,358.0,0.0,0.72,EV Charger DSR,demand_turn_down,2.0,epex,2025-03-10 17:00:00+00:00,2025-03-10 19:00:00+00:00,17:00:00+00:00
OVO Energy,OVO -UPLA-DA-5FF9,Uplands Park,Day-Ahead,2025-03-10T17:00:00+00:00,2025-03-10T17:30:00+00:00,0.0,0.013,0.0,238.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-10 17:00:00+00:00,2025-03-10 17:30:00+00:00,17:00:00+00:00
OVO Energy,OVO -WORT-DA-7064,Worthing Grid A,Day-Ahead,2025-03-10T17:00:00+00:00,2025-03-10T17:30:00+00:00,0.0,0.03,0.0,738.0,0.0,0.02,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-10 17:00:00+00:00,2025-03-10 17:30:00+00:00,17:00:00+00:00
Axle Energy Limited,wrotham-da-ev-portfolio,Wrotham,Day-Ahead,2025-03-10T17:00:00+00:00,2025-03-10T19:00:00+00:00,0.0,0.05,0.0,598.0,0.0,0.1,EV Charger DSR,demand_turn_down,2.0,epex,2025-03-10 17:00:00+00:00,2025-03-10 19:00:00+00:00,17:00:00+00:00
Ohme,OHME-CENT-SAOU-8573,Central Harpenden,Scheduled Availability,2025-03-10T16:30:00+00:00,2025-03-10T19:30:00+00:00,0.02,0.0,62.5,0.0,0.06,0.0,EV Charger DSR,demand_turn_down,3.0,epex,2025-03-10 16:30:00+00:00,2025-03-10 19:30:00+00:00,16:30:00+00:00
Ohme,OHME-BROC-SAOU-48DF,Brockenhurst Mill Hill Total,Scheduled Availability,2025-03-10T16:00:00+00:00,2025-03-10T21:00:00+00:00,0.04,0.0,19.0,0.0,0.2,0.0,EV Charger DSR,demand_turn_down,5.0,epex,2025-03-10 16:00:00+00:00,2025-03-10 21:00:00+00:00,16:00:00+00:00
Ohme,OHME-CHAT-SAOU-01B3,West Chatham A,Scheduled Availability,2025-03-10T15:00:00+00:00,2025-03-10T21:30:00+00:00,0.03,0.0,7.0,0.0,0.2,0.0,EV Charger DSR,demand_turn_down,6.5,epex,2025-03-10 15:00:00+00:00,2025-03-10 21:30:00+00:00,15:00:00+00:00
Ohme,Cobham,Cobham,Peak Reduction,2025-03-10T03:00:00+00:00,2025-03-10T23:00:00+00:00,0.0,0.01,0.0,19.16,0.0,0.2,EV Charger DSR,demand_turn_down,20.0,epex,2025-03-10 03:00:00+00:00,2025-03-10 23:00:00+00:00,03:00:00+00:00
OVO Energy,OVO -WEST-DA-5439,West Letchworth Shefford Biggleswade,Day-Ahead,2025-03-09T18:30:00+00:00,2025-03-09T19:00:00+00:00,0.0,0.027,0.0,596.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-09 18:30:00+00:00,2025-03-09 19:00:00+00:00,18:30:00+00:00
OVO Energy,OVO -WEST-DA-5439,West Letchworth Shefford Biggleswade,Day-Ahead,2025-03-09T18:00:00+00:00,2025-03-09T18:30:00+00:00,0.0,0.024,0.0,596.0,0.0,0.01,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-09 18:00:00+00:00,2025-03-09 18:30:00+00:00,18:00:00+00:00
OVO Energy,OVO -WORT-DA-7064,Worthing Grid A,Day-Ahead,2025-03-09T18:00:00+00:00,2025-03-09T18:30:00+00:00,0.0,0.035,0.0,738.0,0.0,0.02,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-09 18:00:00+00:00,2025-03-09 18:30:00+00:00,18:00:00+00:00
OVO Energy,OVO -WORT-DA-7064,Worthing Grid A,Day-Ahead,2025-03-09T17:30:00+00:00,2025-03-09T18:00:00+00:00,0.0,0.033,0.0,738.0,0.0,0.02,EV Charger DSR,demand_turn_down,0.5,epex,2025-03-09 17:30:00+00:00,2025-03-09 18:00:00+00:00,17:30:00+00:00
